Model,Mean_score,Std_score,Mean_runtime,Std_runtime
CNN,495.0988706906472,5.463975602272505,0.550633716583252,0.1732618572207892
EEGNet,540.9892175222276,0.3077265529000286,0.2889681816101074,0.008095611513537939
InceptionTime,359.6726911709948,2.3775256419275648,0.6360802173614502,0.0044917031760295
PyramidalCNN,402.26802105421484,5.6024947157646725,0.3643321990966797,0.0028837136777828142
Xception,363.01298964239515,2.079440295016124,0.48598666191101075,0.0032327392506918398
